TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2024,5,29,20,0,7XX W BROADWAY AVE,Fairview,491170.7248,5456739.238
Theft of Bicycle,2024,2,10,17,0,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.872
Theft of Bicycle,2024,12,29,18,59,7XX W GEORGIA ST,Central Business District,491402.7991,5458863.872
Theft of Bicycle,2024,8,17,13,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Theft of Bicycle,2024,10,17,16,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Theft of Bicycle,2024,10,20,15,50,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.839
Theft of Bicycle,2024,1,4,23,40,7XX W PENDER ST,Central Business District,491643.4738,5459104.174
Theft of Bicycle,2024,6,17,17,0,81XX GRANVILLE ST,Marpole,489778.133,5451026.439
Theft of Bicycle,2024,7,25,18,0,81XX ONTARIO ST,Marpole,492228.5569,5450923.379
Theft of Bicycle,2024,7,19,8,0,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Theft of Bicycle,2024,9,5,0,0,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Theft of Bicycle,2024,9,6,9,30,85XX STANLEY PARK DR,Stanley Park,489093.8494,5460345.827
Theft of Bicycle,2024,7,1,18,45,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.559
Theft of Bicycle,2024,7,10,18,30,85XX STANLEY PARK DR,Stanley Park,489094.2408,5460345.559
Theft of Bicycle,2024,2,9,21,40,86XX SHAUGHNESSY ST,Marpole,490607.096,5450492.501
Theft of Bicycle,2024,4,22,17,50,89XX STANLEY PARK DR,Stanley Park,489232.1268,5460019.457
Theft of Bicycle,2024,7,19,20,20,89XX STANLEY PARK DR,Stanley Park,489232.1268,5460019.457
Theft of Bicycle,2024,4,15,0,0,8X NELSON ST,Central Business District,491570.7712,5458020.084
Theft of Bicycle,2024,7,18,17,18,8X SW MARINE DR,Marpole,492125.8947,5451063.23
Theft of Bicycle,2024,2,26,13,56,8X W PENDER ST,Central Business District,492206.8702,5458693.462
Theft of Bicycle,2024,7,9,17,5,8X W PENDER ST,Central Business District,492206.8702,5458693.462
Theft of Bicycle,2024,10,31,21,15,8X W PENDER ST,Central Business District,492208.5573,5458692.997
Theft of Bicycle,2024,8,1,12,30,8XX CAMBIE ST,Central Business District,491589.9144,5458336.476
Theft of Bicycle,2024,8,31,21,56,8XX DAVIE ST,Central Business District,490718.1227,5458369.864
Theft of Bicycle,2024,3,8,22,45,8XX DAVIE ST,Central Business District,490724.3979,5458363.694
Theft of Bicycle,2024,2,7,11,13,8XX DAVIE ST,Central Business District,490744.2316,5458344.193
Theft of Bicycle,2024,7,13,17,0,8XX DENMAN ST,West End,490074.481,5459785.562
Theft of Bicycle,2024,6,1,4,36,8XX E 10TH AVE,Mount Pleasant,493660.303,5456534.255
Theft of Bicycle,2024,11,7,21,45,8XX E 23RD AVE,Kensington-Cedar Cottage,493683.961,5455253.454
Theft of Bicycle,2024,11,7,9,57,8XX E 7TH AVE,Mount Pleasant,493734.4998,5456846.417
Theft of Bicycle,2024,1,10,17,18,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.148
Theft of Bicycle,2024,3,29,18,0,8XX GRANVILLE ST,Central Business District,491285.6749,5458735.148
Theft of Bicycle,2024,5,18,20,0,8XX GRIFFITHS WAY,Central Business District,492026.4501,5458303.381
Theft of Bicycle,2024,8,20,8,30,8XX HAWKS AVE,Strathcona,493654.6794,5458295.283
Theft of Bicycle,2024,12,7,16,30,8XX HOWE ST,Central Business District,491166.1481,5458763.207
Theft of Bicycle,2024,6,6,21,0,8XX HOWE ST,Central Business District,491179.9621,5458776.848
Theft of Bicycle,2024,7,19,19,30,8XX HOWE ST,Central Business District,491191.1179,5458787.863
Theft of Bicycle,2024,7,19,16,0,8XX LAGOON DR,Stanley Park,489871.0816,5460081.472
Theft of Bicycle,2024,6,3,9,0,8XX MILLBANK ST,Fairview,491231.0125,5457209.86
Theft of Bicycle,2024,3,31,0,19,8XX ROBSON ST,Central Business District,491206.1762,5458813.301
Theft of Bicycle,2024,11,15,13,50,8XX SEYMOUR ST,Central Business District,491357.176,5458660.73
Theft of Bicycle,2024,2,13,8,0,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Theft of Bicycle,2024,4,17,10,30,8XX W 12TH AVE,Fairview,491033.0002,5456432.316
Theft of Bicycle,2024,2,14,13,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.305
Theft of Bicycle,2024,5,27,13,20,8XX W 12TH AVE,Fairview,491118.4885,5456429.643
Theft of Bicycle,2024,9,4,18,10,8XX W 12TH AVE,Fairview,491118.4885,5456429.643
Theft of Bicycle,2024,2,23,6,0,8XX W 26TH AVE,South Cambie,491028.4252,5455046.618
Theft of Bicycle,2024,10,2,20,0,8XX W 28TH AVE,South Cambie,490926.1832,5454844.08
Theft of Bicycle,2024,7,21,9,16,8XX W GEORGIA ST,Central Business District,491330.084,5458935.664
Theft of Bicycle,2024,10,13,11,9,8XX W GEORGIA ST,Central Business District,491336.6087,5458942.07
Theft of Bicycle,2024,6,9,17,30,8XX W HASTINGS ST,Central Business District,491623.7342,5459283.151
Theft of Bicycle,2024,7,22,19,0,8XX W HASTINGS ST,Central Business District,491623.7342,5459283.151
Theft of Bicycle,2024,1,26,15,28,8XX W PENDER ST,Central Business District,491499.2161,5459242.624
Theft of Bicycle,2024,8,13,16,0,8XX W PENDER ST,Central Business District,491570.9721,5459173.822
Theft of Bicycle,2024,8,8,14,40,9XX BEATTY ST,Central Business District,491562.8927,5458167.62
Theft of Bicycle,2024,9,6,3,0,9XX BEATTY ST,Central Business District,491562.8927,5458167.62
Theft of Bicycle,2024,4,13,22,20,9XX BEATTY ST,Central Business District,491593.3668,5458197.857
Theft of Bicycle,2024,2,16,23,40,9XX BOUNDARY RD,Hastings-Sunrise,498276.1887,5458217.948
Theft of Bicycle,2024,7,18,16,0,9XX BURRARD ST,West End,490887.1516,5458782.31
Theft of Bicycle,2024,5,9,19,30,9XX BURRARD ST,Central Business District,490952.141,5458832.437
Theft of Bicycle,2024,8,6,19,20,9XX BURRARD ST,Central Business District,490952.141,5458832.437
Theft of Bicycle,2024,4,10,7,0,9XX CANADA PL,Central Business District,491612.8672,5459491.059
Theft of Bicycle,2024,7,26,16,45,9XX CANADA PL,Central Business District,491612.8672,5459491.059
Theft of Bicycle,2024,8,7,6,0,9XX CANADA PL,Central Business District,491612.8672,5459491.059
Theft of Bicycle,2024,10,21,20,51,9XX CANADA PL [LEVEL P1],Central Business District,491607.6483,5459491.137
Theft of Bicycle,2024,6,26,18,0,9XX CHARLESON AVE,Fairview,490788.5608,5457068.584
Theft of Bicycle,2024,8,22,12,0,9XX COMMERCIAL DR,Grandview-Woodland,494950.6703,5458194.965
Theft of Bicycle,2024,10,14,9,3,9XX DAVIE ST,Central Business District,490675.909,5458411.37
Theft of Bicycle,2024,2,10,0,0,9XX DENMAN ST,West End,490032.7081,5459741.556
Theft of Bicycle,2024,12,4,22,30,9XX E 23RD AVE,Kensington-Cedar Cottage,493773.9007,5455251.742
Theft of Bicycle,2024,4,26,0,0,9XX E 30TH AVE,Kensington-Cedar Cottage,493836.365,5454495.411
Theft of Bicycle,2024,10,1,17,40,9XX E 8TH AVE,Mount Pleasant,493922.403,5456733.663
Theft of Bicycle,2024,10,11,8,10,9XX GRANVILLE ST,Central Business District,491168.1536,5458616.842
Theft of Bicycle,2024,6,20,13,0,9XX HELMCKEN ST,Central Business District,490785.8877,5458530.6
Theft of Bicycle,2024,5,29,19,0,9XX HOMER ST,Central Business District,491382.0223,5458406.633
Theft of Bicycle,2024,11,1,13,0,9XX HORNBY ST,Central Business District,490968.6809,5458714.097
Theft of Bicycle,2024,6,17,13,0,9XX HORNBY ST,Central Business District,490975.4324,5458720.726
Theft of Bicycle,2024,12,20,2,21,9XX HORNBY ST,Central Business District,490984.4345,5458729.565
Theft of Bicycle,2024,2,7,23,0,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493799.9534,5455750.487
Theft of Bicycle,2024,4,19,13,19,9XX MAINLAND ST,Central Business District,491455.2962,5458335.126
Theft of Bicycle,2024,4,30,22,0,9XX NELSON ST,Central Business District,490846.0834,5458717.335
Theft of Bicycle,2024,6,29,22,30,9XX NELSON ST,Central Business District,490846.0834,5458717.335
Theft of Bicycle,2024,8,19,10,0,9XX NELSON ST,Central Business District,490847.3021,5458716.167
Theft of Bicycle,2024,7,20,0,0,9XX RICHARDS ST,Central Business District,491204.6667,5458383.655
Theft of Bicycle,2024,9,6,21,30,9XX ROBSON ST,Central Business District,491137.7157,5458884.033
Theft of Bicycle,2024,11,28,8,50,9XX SEYMOUR ST,Central Business District,491198.775,5458513.865
Theft of Bicycle,2024,4,12,19,0,9XX W 10TH AVE,Fairview,490959.861,5456628.845
Theft of Bicycle,2024,6,11,17,38,9XX W 32ND AVE,South Cambie,490721.4438,5454406.611
Theft of Bicycle,2024,7,28,20,0,ABBOTT ST / EXPO BLVD,Central Business District,492170.8718,5458437.771
Theft of Bicycle,2024,10,26,14,15,ABBOTT ST / KEEFER PL,Central Business District,492171.877,5458556.189
Theft of Bicycle,2024,5,12,15,0,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9207,5458810.891
Theft of Bicycle,2024,3,18,22,0,ALBERTA ST / W 10TH AVE,Mount Pleasant,491923.4352,5456607.158
Theft of Bicycle,2024,7,3,21,0,ALDER ST / W 6TH AVE,Fairview,490451.905,5457043.737
Theft of Bicycle,2024,7,1,0,0,ALMA ST / W 4TH AVE,Kitsilano,486491.601,5457332.865
Theft of Bicycle,2024,7,5,12,0,ANDERSON ST / JOHNSTON ST,Fairview,490178.7294,5457692.71
Theft of Bicycle,2024,6,27,23,18,ATHLETES WAY / ONTARIO ST,Mount Pleasant,492391.534,5457643.815
Theft of Bicycle,2024,8,23,18,0,BARCLAY ST / BURRARD ST,West End,490911.1603,5458799.38
Theft of Bicycle,2024,5,25,17,0,BAYSHORE DR / CARDERO ST,Central Business District,490598.0872,5459860.29
Theft of Bicycle,2024,7,25,17,30,BEACH AVE / CARDERO ST,West End,489688.1766,5458934.888
Theft of Bicycle,2024,7,10,23,0,BEACH AVE / GRANVILLE ST,Central Business District,490484.912,5457936.9
Theft of Bicycle,2024,7,28,0,0,BEACH AVE / HOWE ST,Central Business District,490412.0316,5458005.369
Theft of Bicycle,2024,7,1,13,0,BEATTY ST / DUNSMUIR ST,Central Business District,491960.3786,5458570.857
Theft of Bicycle,2024,3,16,19,0,BIDWELL ST / HARO ST,West End,490188.505,5459676.862
Theft of Bicycle,2024,9,26,8,30,BROUGHTON ST / BURNABY ST,West End,490007.7633,5458923.458
Theft of Bicycle,2024,4,11,11,0,BURRARD ST / CANADA PL,Central Business District,491600.4417,5459489.231
Theft of Bicycle,2024,7,20,14,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.328
Theft of Bicycle,2024,6,20,18,0,BURRARD ST / HELMCKEN ST,West End,490717.6683,5458603.486
Theft of Bicycle,2024,8,14,19,12,CAMBIE ST / DUNSMUIR ST,Central Business District,491886.3635,5458643.093
Theft of Bicycle,2024,5,14,19,30,CAMBIE ST / W 7TH AVE,Fairview,491643.1057,5456918.366
Theft of Bicycle,2024,7,3,10,15,CAMBIE ST / W 8TH AVE,Fairview,491641.6578,5456817.781
Theft of Bicycle,2024,2,6,18,19,CARDERO ST / ROBSON ST,West End,490380.7894,5459638.079
Theft of Bicycle,2024,4,1,19,5,CARRALL ST / E HASTINGS ST,Central Business District,492412.3483,5458751.987
Theft of Bicycle,2024,3,13,3,8,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.623
Theft of Bicycle,2024,10,6,11,30,COLUMBIA ST / E PENDER ST,Central Business District,492561.8384,5458637.202
Theft of Bicycle,2024,4,23,17,30,COLUMBIA ST / W 1ST AVE,Mount Pleasant,492041.292,5457516.258
Theft of Bicycle,2024,4,10,17,56,COLUMBIA ST / W 49TH AVE,Oakridge,491937.2778,5452574.551
Theft of Bicycle,2024,6,11,9,0,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920.3383,5456517.151
Theft of Bicycle,2024,11,13,19,0,COMMERCIAL DR / E 13TH AVE,Kensington-Cedar Cottage,494916.8002,5456215.872
Theft of Bicycle,2024,2,6,21,15,COOPERAGE WAY / MARINASIDE CRES,Central Business District,491643.3478,5457875.804
Theft of Bicycle,2024,4,8,20,28,DENMAN ST / NELSON ST,West End,489920.1367,5459634.858
Theft of Bicycle,2024,1,14,10,23,DENMAN ST / ROBSON ST,West End,490148.8817,5459867.802
Theft of Bicycle,2024,9,10,16,40,DRAKE ST / HOWE ST,Central Business District,490632.533,5458230.064
Theft of Bicycle,2024,9,13,13,20,DRAKE ST / HOWE ST,Central Business District,490632.533,5458230.064
Theft of Bicycle,2024,5,18,15,0,DUNBAR ST / W 8TH AVE,Kitsilano,486631.291,5456954.832
Theft of Bicycle,2024,7,23,16,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.5975,5458993.222
Theft of Bicycle,2024,3,24,13,0,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.3263,5458710.309
Theft of Bicycle,2024,10,5,16,0,DURANLEAU ST / MAST TOWER RD,Fairview,490108.4935,5457639.107
Theft of Bicycle,2024,8,27,12,30,E 1ST AVE / SALSBURY DR,Grandview-Woodland,495073.5619,5457424.397
Theft of Bicycle,2024,8,27,10,30,E 3RD AVE / MCLEAN DR,Grandview-Woodland,494510.3215,5457233.927
Theft of Bicycle,2024,3,10,18,42,E HASTINGS ST / GORE AVE,Strathcona,492911.3556,5458733.336
Theft of Bicycle,2024,6,28,20,18,E HASTINGS ST / HAWKS AVE,Strathcona,493660.6756,5458707.886
Theft of Bicycle,2024,8,16,15,30,E HASTINGS ST / RENFREW ST,Hastings-Sunrise,496797.3878,5458712.213
Theft of Bicycle,2024,12,6,17,5,E KING EDWARD AVE / KNIGHT ST,Kensington-Cedar Cottage,494455.9045,5455085.272
Theft of Bicycle,2024,4,10,17,0,E PENDER ST / GORE AVE,Strathcona,492922.9609,5458624.696
Theft of Bicycle,2024,6,24,14,20,EAST BLVD / W 41ST AVE,Kerrisdale,488716.9754,5453544.884
Theft of Bicycle,2024,10,26,20,0,FIR ST / W 10TH AVE,Fairview,489736.3959,5456666.667
Theft of Bicycle,2024,10,20,9,41,FIR ST / W BROADWAY AVE,Fairview,489739.4853,5456770.784
Theft of Bicycle,2024,11,15,12,0,GLADSTONE ST / KINGSWAY AVE,Kensington-Cedar Cottage,495501.117,5454533.903
Theft of Bicycle,2024,5,9,19,0,GORE AVE / UNION ST,Strathcona,492947.3823,5458322.436
Theft of Bicycle,2024,6,26,11,26,GRANVILLE ST / W 41ST AVE,Kerrisdale,489835.5544,5453516.548
Theft of Bicycle,2024,8,10,20,0,GRANVILLE ST / W 8TH AVE,Fairview,489921.3664,5456869.234
Theft of Bicycle,2024,3,30,13,35,GRANVILLE ST / W CORDOVA ST,Central Business District,491792.7299,5459252.204
Theft of Bicycle,2024,8,7,20,20,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.939
Theft of Bicycle,2024,10,17,19,0,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.939
Theft of Bicycle,2024,8,30,12,0,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.376
Theft of Bicycle,2024,3,27,16,27,HOMER ST / ROBSON ST,Central Business District,491498.8753,5458530.83
Theft of Bicycle,2024,5,25,11,30,HOMER ST / ROBSON ST,Central Business District,491498.8757,5458530.829
Theft of Bicycle,2024,8,8,12,30,HOMER ST / ROBSON ST,Central Business District,491498.8757,5458530.829
Theft of Bicycle,2024,4,8,11,0,HOMER ST / W GEORGIA ST,Central Business District,491620.9984,5458653.241
Theft of Bicycle,2024,12,8,16,45,HORNBY ST / NELSON ST,Central Business District,490909.8513,5458649.924
Theft of Bicycle,2024,12,31,16,0,HOWE ST / ROBSON ST,Central Business District,491211.4749,5458814.39
Theft of Bicycle,2024,8,17,20,5,HOWE ST / ROBSON ST,Central Business District,491211.4752,5458814.389
Theft of Bicycle,2024,4,14,16,0,LAGOON DR / STANLEY PARK DR,Stanley Park,489237.8348,5460023.944
Theft of Bicycle,2024,6,6,2,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.58
Theft of Bicycle,2024,4,10,17,56,MANITOBA ST / W 49TH AVE,Oakridge,492107.7581,5452564.221
Theft of Bicycle,2024,6,17,22,0,MANITOBA ST / WALTER HARDWICK AVE,Mount Pleasant,492242.8978,5457580.02
Theft of Bicycle,2024,1,7,18,0,MANITOBA ST / WALTER HARDWICK AVE,Mount Pleasant,492242.9008,5457580.016
Theft of Bicycle,2024,6,9,17,0,MAPLE ST / W 41ST AVE,Kerrisdale,488929.4342,5453539.195
Theft of Bicycle,2024,11,13,20,5,PINE CRES / W KING EDWARD AVE,Shaughnessy,489263.4326,5455217.694
Theft of Bicycle,2024,4,12,16,0,QUEBEC ST / TERMINAL AVE,Central Business District,492591.8664,5457814.576
Theft of Bicycle,2024,2,5,8,40,RICHARDS ST / ROBSON ST,Central Business District,491427.0969,5458601.668
Theft of Bicycle,2024,7,5,7,0,RICHARDS ST / SMITHE ST,Central Business District,491309.9733,5458483.966
Theft of Bicycle,2024,12,6,14,54,RICHARDS ST / W PENDER ST,Central Business District,491791.7544,5458968.753
Theft of Bicycle,2024,6,2,17,50,SALT ST / WALTER HARDWICK AVE,Mount Pleasant,492282.8106,5457578.329
Theft of Bicycle,2024,7,2,20,0,SEYMOUR ST / W HASTINGS ST,Central Business District,491792.6233,5459107.605
Theft of Bicycle,2024,4,25,17,59,THURLOW ST / W GEORGIA ST,West End,491045.4373,5459226.39
Theft of Bicycle,2024,12,3,18,30,W BROADWAY AVE / YUKON ST,Mount Pleasant,491786.4166,5456719.021
Theft of Bicycle,2024,4,18,21,40,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.535
Theft of Bicycle,2024,1,29,15,0,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2024,2,13,14,40,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2024,4,20,20,50,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2024,10,24,21,30,X ATHLETES WAY,Mount Pleasant,492388.4557,5457648.476
Theft of Bicycle,2024,5,24,17,0,X E 5TH AVE,Mount Pleasant,492393.8766,5457081.962
Theft of Bicycle,2024,9,29,14,30,X NK_LOC ST,Strathcona,492765.9376,5458793.303
Theft of Bicycle,2024,4,12,21,0,X SMITHE ST,Central Business District,491779.1617,5458019.137
Theft of Bicycle,2024,7,26,15,25,X SMITHE ST,Central Business District,491812.7576,5457976.108
Theft of Bicycle,2024,9,21,13,6,X W CORDOVA ST,Central Business District,492408.9756,5458865.299
Theft of Vehicle,2024,8,31,13,26,10XX ALBERNI ST,West End,491058.8169,5459123.086
Theft of Vehicle,2024,2,6,17,25,10XX ALBERNI ST,West End,491144.0808,5459037.464
Theft of Vehicle,2024,3,8,14,0,10XX ALBERNI ST,West End,491144.0808,5459037.464
Theft of Vehicle,2024,1,25,10,15,10XX BARCLAY ST,West End,490795.7612,5458913.008
Theft of Vehicle,2024,2,2,19,30,10XX BEACH AVE,West End,490197.8719,5458238.792
Theft of Vehicle,2024,10,20,16,20,10XX BURRARD ST,Central Business District,490730.3744,5458609.867
Theft of Vehicle,2024,1,25,18,23,10XX COMMERCIAL DR,Grandview-Woodland,494946.8873,5458110.933
Theft of Vehicle,2024,3,22,17,30,10XX COTTON DR,Grandview-Woodland,494798.5713,5458176.909
Theft of Vehicle,2024,2,10,4,11,10XX DAVIE ST,West End,490596.5134,5458489.436
Theft of Vehicle,2024,12,11,17,0,10XX DAVIE ST,West End,490596.5134,5458489.436
Theft of Vehicle,2024,5,17,21,0,10XX E 16TH AVE,Kensington-Cedar Cottage,493994.4233,5455948.926
Theft of Vehicle,2024,9,21,22,30,10XX E 52ND AVE,Sunset,493791.3908,5452205.557
Theft of Vehicle,2024,9,16,20,0,10XX E 63RD AVE,Sunset,493767.4103,5451123.594
Theft of Vehicle,2024,10,20,20,0,10XX E KENT AVE N,Sunset,493850.9547,5450670.581
Theft of Vehicle,2024,2,29,3,57,10XX GRANVILLE ST,Central Business District,491050.796,5458500.253
Theft of Vehicle,2024,11,14,10,6,10XX HARO ST,West End,490899.0253,5458974.066
Theft of Vehicle,2024,1,5,23,0,10XX HOWE ST,Central Business District,490889.5958,5458482.858
Theft of Vehicle,2024,8,7,10,30,10XX KINGSWAY AVE,Kensington-Cedar Cottage,493996.2506,5455609.904
Theft of Vehicle,2024,2,3,10,25,10XX LE ROI ST,Hastings-Sunrise,497076.3303,5458036.888
Theft of Vehicle,2024,4,1,16,0,10XX PACIFIC ST,West End,490298.1327,5458316.568
Theft of Vehicle,2024,7,9,9,51,10XX PANTAGES LANE,West End,490565.0543,5458458.354
Theft of Vehicle,2024,1,5,2,30,10XX SE MARINE DR,Sunset,493756.4143,5450915.981
Theft of Vehicle,2024,4,29,12,59,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2024,6,26,9,21,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2024,12,1,12,0,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2024,12,7,3,0,10XX SE MARINE DR,Sunset,493873.1291,5450918.867
Theft of Vehicle,2024,5,29,14,22,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2024,9,20,21,42,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2024,10,1,2,30,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2024,11,26,14,24,10XX SE MARINE DR,Sunset,493875.6666,5450918.93
Theft of Vehicle,2024,7,3,12,30,10XX STATION ST,Strathcona,492837.9476,5458069.267
Theft of Vehicle,2024,2,15,12,0,10XX SW MARINE DR,Marpole,490456.8022,5450205.018
Theft of Vehicle,2024,8,10,15,15,11XX ALBERNI ST,West End,490992.3928,5459189.504
Theft of Vehicle,2024,5,12,15,0,11XX BROUGHTON ST,West End,490166.7635,5459077.083
Theft of Vehicle,2024,1,8,12,0,11XX DAVIE ST,West End,490359.3808,5458726.479
Theft of Vehicle,2024,7,21,10,0,11XX E 16TH AVE,Kensington-Cedar Cottage,494058.5692,5455946.853
Theft of Vehicle,2024,4,6,1,0,11XX E 55TH AVE,Sunset,493956.5191,5451869.467
Theft of Vehicle,2024,7,28,16,0,11XX FRANKLIN ST,Strathcona,494162.8569,5458837.427
Theft of Vehicle,2024,2,5,8,9,11XX HARWOOD ST,West End,490294.9011,5458479.572
Theft of Vehicle,2024,8,27,7,0,11XX HORNBY ST,Central Business District,490790.4993,5458521.2
Theft of Vehicle,2024,5,10,0,0,11XX HOWE ST,Central Business District,490759.735,5458364.115
Theft of Vehicle,2024,7,22,0,0,11XX HOWE ST,Central Business District,490849.9689,5458442.505
Theft of Vehicle,2024,12,12,9,19,11XX MELVILLE ST,Central Business District,491117.6931,5459313.04
Theft of Vehicle,2024,2,10,14,2,11XX NELSON ST,West End,490664.9189,5458896.354
Theft of Vehicle,2024,8,10,0,0,11XX PACIFIC BLVD,Central Business District,491207.8565,5457956.27
Theft of Vehicle,2024,1,23,19,0,11XX RENFREW ST,Hastings-Sunrise,496785.6237,5457982.729
